Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1aOUF2hIHcOOuaZMhX6Ld5,"Someone I Met in the Fall","Self Portrait","Blu Noize",2022-02-11,160000,29,false,,1970-01-01T00:00:00Z,"","EnableFind",0.621,0.0702,9,-20.639,1,0.121,0.994,0.933,0.0693,0.472,139.873,4
spotify:track:7BTBPMFnUqzy9STfqCdRSw,"Dreams (Piano Memories)","Piano Memories","Maryna Aksenov",2020-08-04,95583,6,false,,1970-01-01T00:00:00Z,"","Maryna Aksenov",0.447,0.0814,9,-20.071,1,0.0451,0.995,0.956,0.544,0.576,72.451,4
spotify:track:1kiv1hQcRQkJFrEthZZ4J7,"Dezelfde Taal","De Muur","BZB",2003,78106,18,false,,1970-01-01T00:00:00Z,"hollands,nederpop","Suburban Music Group",0.611,0.62,4,-8.781,0,0.189,0.481,0.0000296,0.0775,0.868,160.768,4
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,"Fortunate Son","Willy And The Poor Boys (Expanded Edition)","Creedence Clearwater Revival",1969-11-02,140773,83,false,,1970-01-01T00:00:00Z,"classic rock,southern rock,country rock","Craft Recordings",0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4
spotify:track:4KcH1ZRV2W1q7Flq0QqC76,"Blitzkrieg Bop - 2016 Remaster","Ramones (40th Anniversary Deluxe Edition; 2016 Remaster)","Ramones",1976-04-23,134466,71,false,,1970-01-01T00:00:00Z,"punk,proto-punk","Rhino/Warner Records",0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,4
spotify:track:1oTo3ijRbaDAtrjJrGAPSw,"I Miss You","blink-182","blink-182",2003-01-01,227240,79,false,,1970-01-01T00:00:00Z,"pop punk,punk,rock,skate punk,emo","Geffen*",0.655,0.781,11,-6.547,1,0.034,0.00103,0.00000533,0.0867,0.584,110.024,4
spotify:track:6GG73Jik4jUlQCkKg9JuGO,"The Middle","Bleed American","Jimmy Eat World",2001-07-17,165853,81,false,,1970-01-01T00:00:00Z,"emo,pop punk","Interscope",0.643,0.849,2,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152,4
spotify:track:2VGQ342iuqj6aSaYbyBQVJ,"Prayer Of The Refugee","The Sufferer & The Witness","Rise Against",2006-01-01,199386,72,false,,1970-01-01T00:00:00Z,"punk,hardcore punk","Geffen",0.198,0.977,3,-3.499,0,0.173,0.00131,0.0000462,0.23,0.351,195.795,4
spotify:track:74A9TH5X1tQIfbBi7CW7T1,"Autumn Piano","Endless Night - Piano Story","Gregory Aigersson",2023-10-18,184017,16,false,,1970-01-01T00:00:00Z,"","Lounge Vibe",0.373,0.0395,0,-24.897,1,0.0431,0.993,0.943,0.135,0.102,138.989,4
spotify:track:1fJFuvU2ldmeAm5nFIHcPP,"First Date","Take Off Your Pants And Jacket","blink-182",2001,171533,75,false,,1970-01-01T00:00:00Z,"pop punk,punk,rock,skate punk,emo","Geffen*",0.579,0.928,0,-4.344,1,0.0411,0.000715,0,0.18,0.882,95.594,4
spotify:track:4MdrZ9suXjQg7eX8ShV5uM,"Fantaisie","Saveur Classique","Claude de la Salle",2023-02-24,151748,0,false,,1970-01-01T00:00:00Z,"","Claude de la Salle",0.464,0.0449,6,-23.469,1,0.0695,0.994,0.952,0.102,0.211,135.972,4
spotify:track:39EDnN130mWuwxj1G085pe,"Distant Light","Ildikó's Piano: Winter","Ildikó Barta",2023-02-28,142000,0,false,,1970-01-01T00:00:00Z,"","Ildikó Barta",0.574,0.0703,9,-21.243,0,0.0673,0.994,0.963,0.0856,0.322,67.204,5
spotify:track:5SBVzakPf5t7YMuILCvzCR,"Have A Wonderful Tomorrow (멋진 내일을)","Gradually (조금씩)","Gang Miyun (강미윤)",2019-10-23,148869,16,false,,1970-01-01T00:00:00Z,"","Music Noble",0.452,0.126,6,-19.994,1,0.0759,0.992,0.932,0.0971,0.437,176.771,4
spotify:track:1ja4311zfLHqUL96poSXfP,"ONE MORE TIME","ONE MORE TIME...","blink-182",2023-10-20,208114,62,false,,1970-01-01T00:00:00Z,"pop punk,punk,rock,skate punk,emo","Columbia",0.628,0.497,2,-5.794,1,0.0271,0.114,0,0.112,0.157,114.704,5
spotify:track:1OynzpgelHdfsXwmvj1VcD,"So Many Things to See","A Small Miracle","Amanda Dangerfield",2017-12-20,103503,18,false,,1970-01-01T00:00:00Z,"","Amanda Dangerfield",0.512,0.0545,2,-19.734,1,0.0588,0.987,0.903,0.1,0.376,90.302,4
spotify:track:4OnLBhrXQtlchGfkmpE4Qm,"The Road Less Traveled","The Road Less Traveled","White As Snow",2023-03-07,98386,28,false,,1970-01-01T00:00:00Z,"","Sound of Grace Records",0.471,0.0715,5,-26.889,1,0.06,0.992,0.959,0.112,0.0966,91.581,4
spotify:track:00yecZFiSVzzwaCAUmiHMM,"Jip","Jip","Korné & Annika",2022-11-10,100695,1,false,,1970-01-01T00:00:00Z,"","Korné & Annika",0.678,0.261,3,-10.913,1,0.0345,0.778,0,0.197,0.543,95.182,3
spotify:track:2m1hi0nfMR9vdGC8UcrnwU,"All The Small Things","Enema Of The State","blink-182",1999-06-01,167066,83,false,,1970-01-01T00:00:00Z,"pop punk,punk,rock,skate punk,emo","Geffen",0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.685,148.708,4
spotify:track:6bCAygH3wDtT50Fhe9EpdP,"La Monnezza","Cemento","Er Pianista de Tor Bella",2023-06-22,68000,29,false,,1970-01-01T00:00:00Z,"","GemSession Records",0.423,0.0134,0,-23.777,1,0.182,0.993,0.965,0.105,0.237,73.489,4
spotify:track:5jZ1Z2GFTf2gwmFc3qiUxs,"The Taste of Ink","The Used","The Used",2002-06-25,208693,67,true,,1970-01-01T00:00:00Z,"emo,screamo,post-hardcore,pop punk","Reprise",0.541,0.904,7,-3.001,1,0.0435,0.00143,0,0.193,0.541,98.122,4
spotify:track:2RsAajgo0g7bMCHxwH3Sk0,"Come As You Are","Nevermind (Remastered)","Nirvana",1991-09-26,218920,84,false,,1970-01-01T00:00:00Z,"grunge,rock","Geffen",0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
spotify:track:4KacUpvbA3Mfo05gttTjhN,"Fat Lip","All Killer, No Filler","Sum 41",2001-01-01,178266,74,true,,1970-01-01T00:00:00Z,"pop punk,punk,skate punk","Island Records",0.403,0.914,9,-5.215,1,0.142,0.000579,0,0.065,0.626,196.482,4
spotify:track:24CRDgNOgA72JLL7PHFjgB,"Anthem Part Two","Take Off Your Pants And Jacket","blink-182",2001,227200,68,true,,1970-01-01T00:00:00Z,"pop punk,punk,rock,skate punk,emo","Geffen*",0.552,0.932,0,-3.782,1,0.0427,0.000102,0,0.119,0.518,103.104,4
spotify:track:6yT4ww7r7wDBlwMDUazx0U,"When Your Heart Stops Beating","When Your Heart Stops Beating","+44",2006-01-01,192786,55,true,,1970-01-01T00:00:00Z,"pop punk,punk,skate punk","Interscope",0.416,0.967,9,-2.289,0,0.109,0.000367,0,0.0632,0.431,171.032,4
spotify:track:1JRDPgY8Ry4Vm9rmsa1ivv,"De Vloer Is Lava","De Vloer Is Lava","DJ Maurice;Snollebollekes",2017-06-23,173000,48,false,,1970-01-01T00:00:00Z,"hollands","Berk Music",0.583,0.939,9,-5.182,0,0.0481,0.018,0.00559,0.41,0.699,155.032,4
spotify:track:5cZqsjVs6MevCnAkasbEOX,"Break Stuff","Significant Other","Limp Bizkit",1999,166706,85,true,,1970-01-01T00:00:00Z,"nu metal,rap metal,alternative metal,rap rock","Interscope",0.432,0.884,8,-6.657,1,0.128,0.0128,0.000457,0.166,0.619,108.835,4
spotify:track:78WVLOP9pN0G3gRLFy1rAa,"Piano Man","Piano Man","Billy Joel",1973-11-09,339290,62,false,,1970-01-01T00:00:00Z,"soft rock","Columbia",0.334,0.477,0,-8.806,1,0.0276,0.618,0.00000417,0.312,0.405,179.239,3
spotify:track:44aTAUBF0g6sMkMNE8I5kd,"Every Little Thing She Does Is Magic","Ghost In The Machine (Remastered 2003)","The Police",1981-10-02,260573,76,false,,1970-01-01T00:00:00Z,"","Polydor Records",0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,4
spotify:track:57bgtoPSgt236HzfBOd8kj,"Thunderstruck","The Razors Edge","AC/DC",1990-09-24,292333,87,false,,1970-01-01T00:00:00Z,"rock,hard rock,classic rock,rock and roll","Columbia",0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4
spotify:track:5H3OGV0tXabo2hqlIcPcW6,"Amazing Grace Hymn (Worship Piano)","Soothing Piano Hymns: Instrumental Hymns Piano Worship Music, Piano 1.0","Hymnsify",2023-03-29,223940,0,false,,1970-01-01T00:00:00Z,"hymns","Hymnsify",0.398,0.00151,5,-32.553,1,0.0456,0.994,0.927,0.0721,0.251,65.766,3
spotify:track:5HQ639Z3ms3hnZx0KfWnkp,"Private Eyes","Private Eyes (Expanded Edition)","Daryl Hall & John Oates",1981,217200,73,false,,1970-01-01T00:00:00Z,"yacht rock,soft rock","RCA/BMG Heritage",0.85,0.938,9,-6.889,0,0.0415,0.409,0.000346,0.0582,0.84,120.826,4
spotify:track:1iMWXV4E2TfRHYpe9kQrvB,"Kinderszenen Op.15-I.Von Fremden Landern Und Menschen (Schumann)","Classic for Developing my Baby's IQ (내 아이 IQ 높이는 클래식)","IQEQPLUS",2014-07-24,167374,4,false,,1970-01-01T00:00:00Z,"","Little Song Co., Ltd.",0.56,0.0352,7,-22.899,1,0.0933,0.994,0.966,0.113,0.609,129.814,3
spotify:track:6PbT4o6ztve7w1H27MFB3M,"It's Still the Same","Like a Cloudy Sky","Benjamin",2022-02-04,162000,26,false,,1970-01-01T00:00:00Z,"","EnableFind",0.615,0.0637,8,-21.048,1,0.061,0.994,0.935,0.0991,0.423,130.005,4
spotify:track:4juTZ4pvLONa24R9N9q5TF,"Seven - Piano Version","Piano Hits","Latto;Andrew Watt;Jon Bellion;Cirkut;Theron Makiel Thomas;Zymphonica;Rasmus Fors",2023-12-15,150750,6,false,,1970-01-01T00:00:00Z,"orchestral","Zymphonica",0.621,0.177,5,-18.893,1,0.0558,0.995,0.939,0.107,0.154,116.874,4
spotify:track:0JJP0IS4w0fJx01EcrfkDe,"Dear Maria, Count Me In","So Wrong, It's Right","All Time Low",2007-09-25,182826,79,false,,1970-01-01T00:00:00Z,"pop punk,emo,punk","Hopeless Records",0.459,0.895,2,-3.126,1,0.0805,0.00725,0,0.206,0.572,181.04,4
spotify:track:7tdUrqPtuPkYsPGU9orJ6B,"Chillin' found","Sand in Summer","Merin Warger",2021-12-23,166271,30,false,,1970-01-01T00:00:00Z,"","AMG",0.48,0.109,0,-22.599,1,0.0772,0.992,0.944,0.105,0.241,67.804,4
spotify:track:0ikWhHNKn2i6vOgIuocETV,"Adagio Morning Rituals","Adages 2","Sissonne Music;Hisako Hirata",2024-01-19,82000,25,false,,1970-01-01T00:00:00Z,"ballet,neoclassical","JOP",0.631,0.111,5,-20.993,1,0.0944,0.989,0.923,0.101,0.589,61.294,4
spotify:track:3Tn4qIYquaHqIaky0IL17L,"Be Thou My Vision","Hymns","Oleg Kirilkov",2021-02-09,81423,8,false,,1970-01-01T00:00:00Z,"","1527722 Records DK",0.57,0.0942,2,-21.7,1,0.073,0.995,0.954,0.0946,0.279,68.402,3
spotify:track:5O4NFbDqJ8SOfbjnIhdPDt,"The Safety Dance","Greatest","Men Without Hats",2013-02-11,164866,62,false,,1970-01-01T00:00:00Z,"synthpop,new wave","Demon Digital",0.525,0.882,5,-4.479,1,0.0467,0.0252,0,0.101,0.623,101.674,4
spotify:track:0BRHnOFm6sjxN1i9LJrUDu,"The Anthem","The Young and The Hopeless","Good Charlotte",2002-10-04,175093,74,false,,1970-01-01T00:00:00Z,"pop punk,punk,emo","Epic/Daylight",0.494,0.939,1,-3.127,1,0.126,0.00666,0,0.139,0.893,177.751,4
spotify:track:5MhMXTuVODDF234VDvSxQx,"Awake","Awake","Tycho",2014-03-18,283636,61,false,,1970-01-01T00:00:00Z,"chillwave,downtempo,idm","Ghostly International",0.552,0.877,1,-5.765,1,0.0353,0.0585,0.899,0.0746,0.597,176.05,4
spotify:track:6W21LNLz9Sw7sUSNWMSHRu,"Freak On a Leash","Follow The Leader","Korn",1998-08-18,255729,81,true,,1970-01-01T00:00:00Z,"nu metal,metal,rap metal,alternative metal","Immortal/Epic",0.353,0.898,2,-5.877,1,0.052,0.0000223,0.105,0.39,0.525,103.299,4
spotify:track:2fuCquhmrzHpu5xcA1ci9x,"Under Pressure - Remastered 2011","Hot Space (2011 Remaster)","Queen;David Bowie",1982-05-03,248440,83,false,,1970-01-01T00:00:00Z,"classic rock,rock,glam rock,art rock","EMI",0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,4
spotify:track:5TxY7O9lFJJrd22FmboAXe,"Stockholm Syndrome","blink-182","blink-182",2003-11-01,161135,51,false,,1970-01-01T00:00:00Z,"pop punk,punk,rock,skate punk,emo","Geffen",0.401,0.981,0,-4.926,1,0.0876,0.00842,0.0000323,0.106,0.484,173.182,4
spotify:track:0dnNbEk4F1nU8k7ohEECcu,"Verdrinken Of Verdringen","De Muur","BZB",2003,159440,16,false,,1970-01-01T00:00:00Z,"hollands,nederpop","Suburban Music Group",0.527,0.816,7,-4.44,1,0.0571,0.0333,0.0000144,0.117,0.7,119.866,4
spotify:track:4Yf5bqU3NK4kNOypcrLYwU,"Faint","Meteora","Linkin Park",2003-03-25,162106,86,false,,1970-01-01T00:00:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.554,0.98,4,-3.514,1,0.108,0.127,0,0.0833,0.611,135.12,4
spotify:track:17pOLaBouf2EleJjsHfJSg,"Hooked On A Feeling","Hooked on a Feeling - Remixes","Blue Swede;Björn Skifs",1990-08-05,172866,47,false,,1970-01-01T00:00:00Z,"","Parlophone Sweden",0.547,0.82,8,-6.728,1,0.0805,0.261,0,0.3,0.933,118.208,4
spotify:track:6HvUYS1xDfTCGWoeVrv3XS,"Dammit","Dude Ranch","blink-182",1997-06-17,165373,65,true,,1970-01-01T00:00:00Z,"pop punk,punk,rock,skate punk,emo","Cargo",0.409,0.974,0,-5.136,1,0.0915,0.00168,0,0.164,0.33,110.87,4
spotify:track:4xh7W7tlNMIczFhupCPniY,"Go Your Own Way - 2004 Remaster","Rumours (Super Deluxe)","Fleetwood Mac",1977-02-04,223613,67,false,,1970-01-01T00:00:00Z,"classic rock,yacht rock,soft rock","Rhino/Warner Records",0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448,4
spotify:track:3fjmSxt0PskST13CSdBUFx,"Somewhere I Belong","Meteora (Bonus Edition)","Linkin Park",2003-03-25,213933,85,false,,1970-01-01T00:00:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.451,0.951,1,-3.754,1,0.0645,0.000386,0.00000256,0.261,0.441,162.041,4
spotify:track:75rAjnPV6h0RgSORx2dUPi,"Injection","The Sufferer & The Witness","Rise Against",2006-01-01,199213,62,false,,1970-01-01T00:00:00Z,"punk,hardcore punk","Geffen",0.42,0.995,8,-2.99,0,0.0829,0.000229,0.0000813,0.102,0.427,105.605,4
spotify:track:6dGnYIeXmHdcikdzNNDMm2,"Here Comes The Sun - Remastered 2009","Abbey Road (Remastered)","The Beatles",1969-09-26,185733,83,false,,1970-01-01T00:00:00Z,"classic rock,psychedelic rock","EMI Catalogue",0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.177,4
spotify:track:77NNZQSqzLNqh2A9JhLRkg,"Don't Stop Believin'","The Essential Journey","Journey",2001-10-16,248906,77,false,,1970-01-01T00:00:00Z,"aor,classic rock","Columbia",0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.387,0.472,119.25,4
spotify:track:05wIrZSwuaVWhcv5FfqeH0,"Walking On Sunshine","Katrina & The Waves","Katrina & The Waves",1985,238733,78,false,,1970-01-01T00:00:00Z,"","Capitol Records",0.597,0.87,10,-11.97,1,0.0371,0.0119,0.166,0.0678,0.944,109.901,4
spotify:track:5O6SumCYk8Ug81UbfXAPJC,"Give It All","Siren Song Of The Counter-Culture","Rise Against",2004-01-01,170893,62,false,,1970-01-01T00:00:00Z,"punk,hardcore punk","Geffen",0.587,0.942,2,-3.167,1,0.0727,0.000354,0.00172,0.0762,0.389,103.061,4
spotify:track:53oDkbGMYWJzXhP8RG1sxl,"JE HAAT GEEN MAANDAG, JE HAAT KAPITALISME","HET K-WOORD","Hang Youth",2021-06-11,125016,28,false,,1970-01-01T00:00:00Z,"nederpop","Burning Fik",0.351,0.313,2,-13.959,1,0.0468,0.0303,0.00000905,0.12,0.119,78.985,4
spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,"Sultans Of Swing","Dire Straits","Dire Straits",1978-10-07,348400,86,false,,1970-01-01T00:00:00Z,"classic rock","EMI",0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,4
spotify:track:5jfkLx47ZwOD2qoiUF3hrm,"Wall","Common Dreads","Enter Shikari",2009-06-12,269000,31,false,,1970-01-01T00:00:00Z,"post-hardcore,metalcore","Ambush Reality Records Ltd",0.284,0.914,11,-4.354,1,0.0948,0.000944,0.0000692,0.0892,0.0977,173.006,4
spotify:track:1T0CdfKPKb1gJi4vCKpZ9C,"I Talk To The Wind","In The Court Of The Crimson King (Expanded & Remastered Original Album Mix)","King Crimson",1969-10-10,365659,58,false,,1970-01-01T00:00:00Z,"progressive rock,art rock,psychedelic rock","Discipline Global Mobile",0.318,0.309,4,-17.587,1,0.0364,0.54,0.625,0.11,0.306,81.36,4
spotify:track:2vrIj2M9YOmYyjKqMf93SI,"We Came To Dance","Sink or Swim","The Gaslight Anthem",2007-05-29,213973,35,false,,1970-01-01T00:00:00Z,"","XOXO Records",0.259,0.981,7,-2.761,1,0.146,0.00714,0.00000107,0.137,0.415,169.929,4
spotify:track:76L09ZzqEBKlfBESjO6jlz,"Lily Flowers","Lily Flowers","menolamp",2023-05-26,167784,23,false,,1970-01-01T00:00:00Z,"","menolamp",0.594,0.0329,0,-20.661,1,0.079,0.985,0.962,0.117,0.373,66.032,3
spotify:track:1zT3L37xpTH7nvkKXy8RoS,"Solidarity","Common Dreads","Enter Shikari",2009-06-12,195613,39,false,,1970-01-01T00:00:00Z,"post-hardcore,metalcore","Ambush Reality Records Ltd",0.404,0.913,0,-3.748,0,0.0856,0.013,0.000401,0.311,0.289,140.817,4
spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,"California Dreamin' - Single Version","If You Can Believe Your Eyes & Ears","The Mamas & The Papas",1966-03,162373,80,false,,1970-01-01T00:00:00Z,"folk rock","Geffen*",0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,4
spotify:track:2ZixBuhf4JleA4VmTdJWLr,"I`m Just Looking","The Road To Parting","Soft Record",2021-12-09,163998,1,false,,1970-01-01T00:00:00Z,"","Starweave Entertainment",0.613,0.0771,6,-20.661,1,0.278,0.995,0.953,0.109,0.358,132.276,4
spotify:track:26k38qakFnfCFFNKXT4inG,"If Only You Can Love","Under The Starlight","Desert Fox",2022-05-17,162040,1,false,,1970-01-01T00:00:00Z,"","론뮤직",0.573,0.0816,4,-21.812,1,0.0656,0.995,0.923,0.11,0.401,130.826,4
spotify:track:791z0aWkNgVZt678oMhebO,"Always Here","Self Portrait","Blu Noize",2022-02-11,161962,26,false,,1970-01-01T00:00:00Z,"","EnableFind",0.562,0.0281,11,-20.246,1,0.0428,0.99,0.914,0.134,0.232,64.709,4
spotify:track:3m2FjlxwZ1AdNN5RI2sEkn,"My Heart towards You","You and Spring","Dyne",2022-05-03,161963,30,false,,1970-01-01T00:00:00Z,"","EnableFind",0.664,0.0802,7,-20.792,1,0.0543,0.994,0.921,0.103,0.381,63.335,4
spotify:track:5Xak5fmy089t0FYmh3VJiY,"Black","Ten","Pearl Jam",1991-08-27,342653,82,false,,1970-01-01T00:00:00Z,"grunge,rock,post-grunge","Epic/Legacy",0.36,0.684,4,-6.457,0,0.0308,0.323,0,0.34,0.2,77.15,4
spotify:track:5Qj9Cwtr4owbjnEJKASPjG,"On This Road I Walk Alone","Under The Starlight","Desert Fox",2022-05-17,162040,1,false,,1970-01-01T00:00:00Z,"","론뮤직",0.556,0.0471,1,-22.613,1,0.0605,0.995,0.886,0.0956,0.419,138.034,4
