Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:03sEzk1VyrUZSgyhoQR0LZ,"Pneuma","Fear Inoculum","TOOL",2019-08-30,713191,68,false,,1970-01-01T00:00:00Z,"progressive metal,alternative metal,progressive rock,metal","RCA Records Label",0.415,0.53,9,-9.338,0,0.0314,0.00209,0.75,0.11,0.0586,114.174,1
spotify:track:4gM6AHXp4h8aj5482znmYz,"LOOK OUT FOR ME","NEVER ENOUGH","Turnstile",2025-06-06,403520,62,false,,1970-01-01T00:00:00Z,"hardcore punk,hardcore","Roadrunner Records",0.571,0.905,4,-6.327,1,0.0735,0.0273,0.244,0.0791,0.18,131.976,4
spotify:track:7kjcdiknoCUe0OeE3BIw9J,"Is It Really You?","Is It Really You?","Sleep Token;Loathe",2022-01-04,279593,63,false,,1970-01-01T00:00:00Z,"progressive metal,metalcore,shoegaze","Spinefarm",0.204,0.124,9,-15.919,1,0.0354,0.94,0.00673,0.131,0.0976,197.417,3
spotify:track:105Fwh9wijwT41rrfgSnrE,"Dangerous","Even In Arcadia","Sleep Token",2025-05-09,251373,75,false,,1970-01-01T00:00:00Z,"progressive metal,metalcore","Sleep Token/RCA Records",0.212,0.571,11,-6.877,0,0.0415,0.00326,0,0.0954,0.114,73.566,4
spotify:track:17H3w82ezx4QYYH6WnMmfr,"Young Cardinals","Old Crows / Young Cardinals","Alexisonfire",2009-07-23,217826,45,false,,1970-01-01T00:00:00Z,"post-hardcore,screamo,emo,metalcore","Dine Alone Music Inc.",0.382,0.957,8,-4.715,1,0.0941,0.000173,0.000166,0.119,0.178,153.88,4
spotify:track:76OLPBmQR9qOwu6ikpHmZv,"Kickback","Internal Atomics","Stray From The Path;Brendan Murphy",2019-11-01,207206,33,true,,1970-01-01T00:00:00Z,"metalcore,hardcore,melodic hardcore,hardcore punk,mathcore","Epitaph",0.411,0.968,1,-2.719,1,0.0955,0.0000348,0.0000508,0.325,0.152,93.184,4
spotify:track:4rjWt0tz3MU3DZj4yztdPV,"Hurricane","You Are We","While She Sleeps",2017-04-21,283089,42,false,,1970-01-01T00:00:00Z,"metalcore,metal,post-hardcore","Arising Empire",0.501,0.945,4,-4.055,0,0.0655,0.0000421,0,0.341,0.189,104.53,4
spotify:track:1Uifdytv882RtTn6Gr4xAA,"Chokehold","Take Me Back To Eden","Sleep Token",2023-05-19,304023,70,false,,1970-01-01T00:00:00Z,"progressive metal,metalcore","Spinefarm",0.18,0.73,0,-5.597,1,0.0581,0.0112,0.0000458,0.101,0.169,73.588,5
spotify:track:6gVhXhMUUhlnsGtQrc2tWE,"Silence Speaks","You Are We","While She Sleeps;Oli Sykes",2017-04-21,295762,50,false,,1970-01-01T00:00:00Z,"metalcore,metal,post-hardcore","Arising Empire",0.477,0.928,6,-4.729,0,0.0758,0.00111,0,0.447,0.311,92.985,4
spotify:track:6lFUdRItQEsEuD7dSINL47,"Follow You","That's The Spirit","Bring Me The Horizon",2015-09-11,231106,73,false,,1970-01-01T00:00:00Z,"metalcore,emo,screamo,rock,post-hardcore","RCA Records Label",0.54,0.661,3,-5.534,0,0.0381,0.0765,0,0.125,0.506,90.012,4
spotify:track:2yYX7KbfWZrezWVW1vN3iz,"Eyeless","Slipknot","Slipknot",1999,236360,73,true,,1970-01-01T00:00:00Z,"nu metal,metal,alternative metal,rap metal,heavy metal","Roadrunner Records",0.293,0.997,4,-4.364,0,0.217,0.000463,0.0000395,0.415,0.13,100.348,4
spotify:track:6o39Ln9118FKTMbM4BvcEy,"Drown","That's The Spirit","Bring Me The Horizon",2015-09-11,222093,74,false,,1970-01-01T00:00:00Z,"metalcore,emo,screamo,rock,post-hardcore","RCA Records Label",0.405,0.94,1,-3.103,0,0.0844,0.000102,0.0000279,0.719,0.24,143.126,4
spotify:track:4BSrRUm2cSaLRjN7xGpCRt,"Salt","Color Decay","The Devil Wears Prada",2022-09-16,207400,52,false,,1970-01-01T00:00:00Z,"metalcore,post-hardcore,screamo,deathcore,metal","Solid State Records",0.433,0.926,8,-4.482,1,0.0971,0.00009,0.000843,0.24,0.24,138.052,4
spotify:track:0fm9G06KNN0LcKUbCqAMQI,"Step Up","Common Dreads","Enter Shikari",2009-06-12,280240,31,false,,1970-01-01T00:00:00Z,"post-hardcore,metalcore","Ambush Reality Records Ltd",0.394,0.917,5,-3.831,0,0.0574,0.00404,0.00029,0.0891,0.0845,92.419,4
spotify:track:0WSa1sucoNRcEeULlZVQXj,"Can You Feel My Heart","Sempiternal (Expanded Edition)","Bring Me The Horizon",2013-04-01,227296,80,true,,1970-01-01T00:00:00Z,"metalcore,emo,screamo,rock,post-hardcore","RCA Records Label",0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5
spotify:track:7oGCVuPEyp6m6DhXkU5Pfs,"Without Me","Dark Sun","Dayseeker",2022-11-04,224800,67,true,,1970-01-01T00:00:00Z,"metalcore,post-hardcore","Spinefarm",0.421,0.819,1,-3.928,0,0.0403,0.0145,0,0.0911,0.17,92.602,4
spotify:track:2exVVVKvdymCwOFdvmA2bq,"The Void","The Void","Spiritbox",2023-04-19,220765,62,false,,1970-01-01T00:00:00Z,"metalcore,djent,metal","Rise Records",0.408,0.985,10,-3.369,0,0.25,0.0000265,0.00227,0.471,0.33,144.063,4
spotify:track:5jfkLx47ZwOD2qoiUF3hrm,"Wall","Common Dreads","Enter Shikari",2009-06-12,269000,31,false,,1970-01-01T00:00:00Z,"post-hardcore,metalcore","Ambush Reality Records Ltd",0.284,0.914,11,-4.354,1,0.0948,0.000944,0.0000692,0.0892,0.0977,173.006,4
spotify:track:5wdAiwQ6QsqH6tHWcE76qM,"Boiling Room","Boiling Room","Tony Romera",2023-10-27,180000,39,false,,1970-01-01T00:00:00Z,"bass house,tech house,g-house","COCO",0.837,0.951,9,-5.758,0,0.107,0.0425,0.277,0.137,0.781,128.019,4
spotify:track:1Chjeu7itQhIgeL1HpVDuN,"Antimatter","SUPERBLOOM","Silent Planet",2023-11-03,221340,62,false,,1970-01-01T00:00:00Z,"metalcore,djent,deathcore,metal,post-hardcore","Solid State Records",0.523,0.803,2,-6.363,1,0.0583,0.000689,0.00354,0.165,0.137,139.949,4
spotify:track:6PaSOin7Y9GnXRZ5U5sMsv,"SOLE","NEVER ENOUGH","Turnstile",2025-06-06,205249,61,false,,1970-01-01T00:00:00Z,"hardcore punk,hardcore","Roadrunner Records",0.489,0.94,1,-3.832,1,0.0826,0.000116,0.0753,0.163,0.464,144.967,4
spotify:track:7eWuwGCowJAlHAGiHuH8UI,"The Good Left Undone","The Sufferer & The Witness","Rise Against",2006-01-01,181453,60,false,,1970-01-01T00:00:00Z,"punk,hardcore punk","Geffen",0.179,0.98,1,-3.791,0,0.168,0.000187,0,0.121,0.521,196.983,5
